详细地址,区域,房型,户型,租金,面积(m²),登记时间,详细信息
下埠第三菜场附近(阳光公寓）2楼,龙港,套房,三室一厅二卫一阳台,25000元/年,138,[09-16],https://www.lgfdcw.com/cz/czdetail_85173.html
西城路 德雅花园对面 好楼层 清水,龙港,套房,三室一厅二卫一阳台,22000元/年,120,[09-16],https://www.lgfdcw.com/cz/czdetail_85172.html
国发花园6幢,龙港,套房,二室一厅一卫,15000元/年,90,[09-16],https://www.lgfdcw.com/cz/czdetail_85171.html
凯宇花园4幢2单元1103,龙港,套房,二室一厅一卫二阳台,20000元/年,90,[09-16],https://www.lgfdcw.com/cz/czdetail_77976.html
江湾路1楼,龙港,套房,一室,45000元/年,100,[09-15],https://www.lgfdcw.com/cz/czdetail_73183.html
港河路7楼,龙港,套房,三房二厅二卫,16000元/年,130,[09-15],https://www.lgfdcw.com/cz/czdetail_73182.html
港河路3楼,龙港,套房,三房二厅二卫,30000元/年,120,[09-15],https://www.lgfdcw.com/cz/czdetail_73181.html
港河路1楼,龙港,套房,一室,180000元/年,200,[09-15],https://www.lgfdcw.com/cz/czdetail_73180.html
纺织四街5楼,龙港,套房,三房二厅二卫,20000元/年,120,[09-15],https://www.lgfdcw.com/cz/czdetail_73179.html
纺织四街4楼,龙港,套房,三房二厅二卫,22000元/年,120,[09-15],https://www.lgfdcw.com/cz/czdetail_73178.html
港河路1楼,龙港,套房,一室一厅一卫,23000元/年,46.51,[09-15],https://www.lgfdcw.com/cz/czdetail_73177.html
纺织四街6楼,龙港,套房,三房二厅二卫,14000元/年,120,[09-15],https://www.lgfdcw.com/cz/czdetail_73176.html
龙翔路2楼 中等装修,龙港,套房,一室,25000元/年,300,[09-15],https://www.lgfdcw.com/cz/czdetail_73175.html
西排新村1楼,龙港,套房,三室一厅二卫,11000元/年,110,[09-15],https://www.lgfdcw.com/cz/czdetail_73174.html
恒利新村5楼,龙港,套房,三室一厅二卫,20000元/年,120,[09-15],https://www.lgfdcw.com/cz/czdetail_73173.html
柳南路4楼,龙港,套房,三房二厅二卫,23000元/月,170,[09-15],https://www.lgfdcw.com/cz/czdetail_73172.html
柳南一街6楼 简单装修,龙港,套房,四室二厅二卫,28000元/年,150,[09-15],https://www.lgfdcw.com/cz/czdetail_73171.html
乐港名苑28楼,龙港,套房,三房二厅二卫,32000元/年,136,[09-15],https://www.lgfdcw.com/cz/czdetail_73170.html
龙湖路5楼,龙港,套房,三房二厅二卫,22000元/年,148,[09-15],https://www.lgfdcw.com/cz/czdetail_73169.html
建新路4楼,龙港,套房,四室一厅二卫,38000元/年,170,[09-15],https://www.lgfdcw.com/cz/czdetail_73168.html
柳南路3楼,龙港,套房,一室一厅一卫,14000元/年,40,[09-15],https://www.lgfdcw.com/cz/czdetail_73167.html
西城路4楼,龙港,套房,一室,70000元/年,200,[09-15],https://www.lgfdcw.com/cz/czdetail_72836.html
港河路5楼,龙港,套房,三室一厅二卫,22000元/年,110,[09-15],https://www.lgfdcw.com/cz/czdetail_72835.html
沿河南路5楼,龙港,套房,二室二厅一卫,16000元/年,60,[09-15],https://www.lgfdcw.com/cz/czdetail_72834.html
沿河南路4楼,龙港,套房,二室二厅一卫,16000元/年,60,[09-15],https://www.lgfdcw.com/cz/czdetail_72833.html
港河路7楼,龙港,套房,一室,45000元/年,170,[09-15],https://www.lgfdcw.com/cz/czdetail_72832.html
龙翔路2楼,龙港,套房,一室,12000元/年,60,[09-15],https://www.lgfdcw.com/cz/czdetail_72442.html
人民路7楼,龙港,套房,三房二厅二卫一阳台,16000元/年,120,[09-15],https://www.lgfdcw.com/cz/czdetail_72247.html
江浦路6楼 中等装修,龙港,套房,三房二厅一卫一阳台,15000元/年,110,[09-15],https://www.lgfdcw.com/cz/czdetail_72246.html
金钗街4楼 精装修,龙港,套房,三房二厅二卫,28000元/年,110,[09-15],https://www.lgfdcw.com/cz/czdetail_72245.html
东方大厦2楼商铺,龙港,套房,一室,240000元/年,800,[09-15],https://www.lgfdcw.com/cz/czdetail_72244.html
西二街2楼,龙港,套房,二室一厅一卫,12000元/年,75,[09-15],https://www.lgfdcw.com/cz/czdetail_72632.html
西城路4楼,龙港,套房,三房二厅二卫,16000元/年,120,[09-15],https://www.lgfdcw.com/cz/czdetail_72631.html
新渡街商铺1楼,龙港,商铺,一室,16000元/年,120,[09-15],https://www.lgfdcw.com/cz/czdetail_72630.html
河底高路4楼 中等装修,龙港,套房,三房二厅二卫,20000元/年,120,[09-15],https://www.lgfdcw.com/cz/czdetail_72629.html
东方世贸商铺1楼,龙港,商铺,一室,35000元/年,50,[09-15],https://www.lgfdcw.com/cz/czdetail_72628.html
世纪大道彩虹大厦交叉路厂房,龙港,厂房,一室,444000元/年,1200,[09-15],https://www.lgfdcw.com/cz/czdetail_72627.html
凯宇花园16楼,龙港,套房,二室二厅一卫,27000元/年,90,[09-15],https://www.lgfdcw.com/cz/czdetail_72626.html
大道北街商铺1楼,龙港,商铺,一室,30000元/年,50,[09-15],https://www.lgfdcw.com/cz/czdetail_72625.html
建民三街3楼 精装修,龙港,套房,三房二厅二卫一阳台,27000元/年,120,[09-15],https://www.lgfdcw.com/cz/czdetail_74804.html
新双鲸工业区3楼,龙港,厂房,一室,142500元/年,750,[09-15],https://www.lgfdcw.com/cz/czdetail_74803.html
站港大道1楼,龙港,商铺,一室,85000元/年,200,[09-15],https://www.lgfdcw.com/cz/czdetail_74802.html
柳南路1楼厂房,龙港,厂房,一室,75000元/年,200,[09-15],https://www.lgfdcw.com/cz/czdetail_74801.html
柳南路2楼 办公装修,龙港,套房,三房二厅二卫,30000元/年,150,[09-15],https://www.lgfdcw.com/cz/czdetail_74800.html
凯宇花园3楼,龙港,套房,二室二厅二卫二阳台,31000元/年,93,[09-15],https://www.lgfdcw.com/cz/czdetail_74799.html
凯宇花园11楼 拎包入住,龙港,套房,二室一厅一卫,23000元/年,90,[09-15],https://www.lgfdcw.com/cz/czdetail_74798.html
长运大厦4楼,龙港,写字楼,一室,50000元/年,300,[09-15],https://www.lgfdcw.com/cz/czdetail_74797.html
长运大厦4楼 办公装修,龙港,套房,一室,26000元/年,160,[09-15],https://www.lgfdcw.com/cz/czdetail_74796.html
西四街3楼,龙港,套房,三房二厅二卫,25000元/年,120,[09-15],https://www.lgfdcw.com/cz/czdetail_74795.html
德雅花园1楼 中等装修,龙港,套房,四室二厅二卫,35000元/年,140,[09-15],https://www.lgfdcw.com/cz/czdetail_74794.html
鑫浦豪庭22楼,龙港,套房,三房二厅二卫一阳台,36000元/年,145,[09-15],https://www.lgfdcw.com/cz/czdetail_74793.html
东方世贸13楼,龙港,套房,一室,28000元/年,65,[09-15],https://www.lgfdcw.com/cz/czdetail_74792.html
东方世贸15楼 精装修,龙港,套房,二室二厅二卫,28000元/年,100,[09-15],https://www.lgfdcw.com/cz/czdetail_74791.html
龙湖路393-403号,龙港,店面,其它,面议,200,[09-15],https://www.lgfdcw.com/cz/czdetail_2525.html
龙宁路214号（套房）,龙港,套房,三室一厅二卫一阳台,12000元/年,140,[09-15],https://www.lgfdcw.com/cz/czdetail_8348.html
龙湖路619  1单元402,龙港,套房,三室二厅二卫二阳台,16000元/年,120,[09-15],https://www.lgfdcw.com/cz/czdetail_84985.html
精装修宾馆式带厨房纺织二街25号,龙港,商住楼,一室一卫,500元/月,20,[09-14],https://www.lgfdcw.com/cz/czdetail_6212.html
纺织二街25号店面【与西一街交叉,龙港,店面,一室一厅一卫,8500元/年,40,[09-14],https://www.lgfdcw.com/cz/czdetail_1552.html
下��郑路1楼店面,龙港,店面,一室,28000元/年,50,[09-14],https://www.lgfdcw.com/cz/czdetail_74790.html
威龙商标城5楼,龙港,套房,二室一厅一卫,8800元/年,60,[09-14],https://www.lgfdcw.com/cz/czdetail_74789.html
东盛大厦(花园)5楼,龙港,套房,二室一厅一卫,36000元/年,70,[09-14],https://www.lgfdcw.com/cz/czdetail_74788.html
海港路2楼,龙港,套房,三房二厅二卫,18000元/年,120,[09-14],https://www.lgfdcw.com/cz/czdetail_74787.html
德雅花园6楼,龙港,套房,三房二厅三卫,40000元/年,179,[09-14],https://www.lgfdcw.com/cz/czdetail_74786.html
龙金首府18楼,龙港,套房,一室,28000元/年,136,[09-14],https://www.lgfdcw.com/cz/czdetail_74785.html
新雅工业区1楼,龙港,厂房,一室,440000元/年,1100,[09-14],https://www.lgfdcw.com/cz/czdetail_74777.html
华鸿原墅1楼,龙港,商铺,一室,18000元/年,22,[09-14],https://www.lgfdcw.com/cz/czdetail_74776.html
华鸿智造小微园区1楼,龙港,厂房,一室,580000元/年,3200,[09-14],https://www.lgfdcw.com/cz/czdetail_74775.html
龙金首府25楼,龙港,套房,四室二厅二卫一阳台,35000元/年,145,[09-14],https://www.lgfdcw.com/cz/czdetail_74774.html
高兴路6楼,龙港,套房,一室,23500元/年,110,[09-14],https://www.lgfdcw.com/cz/czdetail_74773.html
振兴路4楼,龙港,套房,一室,27000元/年,120,[09-14],https://www.lgfdcw.com/cz/czdetail_74772.html
龙湖路1楼 精装修,龙港,套房,一室,108000元/年,300,[09-14],https://www.lgfdcw.com/cz/czdetail_74771.html
曙光工业园区5楼,龙港,套房,一室,面议,1080,[09-14],https://www.lgfdcw.com/cz/czdetail_74770.html
锦象公寓6楼 精装修,龙港,套房,三房二厅二卫一阳台,30000元/年,125,[09-14],https://www.lgfdcw.com/cz/czdetail_74769.html
纺织一街4楼,龙港,套房,三房二厅一卫,17500元/年,120,[09-14],https://www.lgfdcw.com/cz/czdetail_74768.html
金茂大厦8楼,龙港,套房,三房二厅二卫,36000元/年,135,[09-14],https://www.lgfdcw.com/cz/czdetail_74767.html
金茂大厦13楼,龙港,套房,一室,34000元/年,130,[09-14],https://www.lgfdcw.com/cz/czdetail_74766.html
西一街5楼,龙港,套房,三房二厅二卫一阳台,16000元/年,120,[09-14],https://www.lgfdcw.com/cz/czdetail_74765.html
方岩大厦22楼 精装修,龙港,套房,二室二厅一卫一阳台,35000元/年,90,[09-14],https://www.lgfdcw.com/cz/czdetail_74764.html
方岩大厦8楼,龙港,套房,二室二厅二卫一阳台,28000元/月,100,[09-14],https://www.lgfdcw.com/cz/czdetail_74762.html
海港新村2楼,龙港,套房,一室,15000元/年,90,[09-14],https://www.lgfdcw.com/cz/czdetail_74761.html
新雅工业区2楼,龙港,厂房,一室,180000元/年,1000,[09-14],https://www.lgfdcw.com/cz/czdetail_74760.html
新雅工业区3楼,龙港,厂房,一室,180000元/年,1000,[09-14],https://www.lgfdcw.com/cz/czdetail_74758.html
西一街7楼,龙港,套房,三房二厅二卫,18800元/年,127,[09-14],https://www.lgfdcw.com/cz/czdetail_74757.html
锦绣名苑4楼,龙港,套房,一室,35000元/年,167,[09-14],https://www.lgfdcw.com/cz/czdetail_74756.html
镇前路1楼店面,龙港,店面,一室,18000元/年,58,[09-14],https://www.lgfdcw.com/cz/czdetail_74738.html
华鸿智造小微园区3楼,龙港,厂房,一室,面议,750,[09-14],https://www.lgfdcw.com/cz/czdetail_74737.html
龙城华府3楼,龙港,写字楼,一室,360000元/年,770,[09-14],https://www.lgfdcw.com/cz/czdetail_74681.html
柳浦新村2楼阁楼,龙港,套房,一室一厅一卫,13800元/年,60,[09-14],https://www.lgfdcw.com/cz/czdetail_74736.html
金茂大厦25楼,龙港,套房,三房二厅二卫二阳台,30000元/年,139,[09-14],https://www.lgfdcw.com/cz/czdetail_74735.html
西城路2楼,龙港,套房,三房二厅二卫一阳台,14000元/年,120,[09-14],https://www.lgfdcw.com/cz/czdetail_74734.html
仪邦大厦18楼 精装修,龙港,套房,一室,27500元/年,50,[09-14],https://www.lgfdcw.com/cz/czdetail_74733.html
和美嘉园13楼,龙港,套房,一室,30000元/年,140,[09-14],https://www.lgfdcw.com/cz/czdetail_74732.html
港河路4楼,龙港,套房,三房二厅二卫,20000元/年,130,[09-14],https://www.lgfdcw.com/cz/czdetail_74731.html
华鸿智造小微园区1楼,龙港,厂房,一室,254100元/年,726,[09-14],https://www.lgfdcw.com/cz/czdetail_74730.html
西三街5楼,龙港,套房,二室一厅一卫一阳台,22500元/年,80,[09-14],https://www.lgfdcw.com/cz/czdetail_74729.html
西三街商铺1楼,龙港,商铺,一室,100000元/年,200,[09-14],https://www.lgfdcw.com/cz/czdetail_74728.html
金城花园5楼 拎包入住,龙港,套房,三房二厅一卫一阳台,22000元/年,110,[09-14],https://www.lgfdcw.com/cz/czdetail_74727.html
乐港名苑1楼2间店面,龙港,商铺,一室,360000元/年,355,[09-14],https://www.lgfdcw.com/cz/czdetail_74726.html
小包装工业园区1楼,龙港,厂房,一室,180000元/年,620,[09-14],https://www.lgfdcw.com/cz/czdetail_74725.html
西五街1楼三间店铺,龙港,商铺,一室,32000元/年,120,[09-14],https://www.lgfdcw.com/cz/czdetail_74724.html
泰安商城4楼,龙港,套房,三房二厅二卫一阳台,28000元/年,139,[09-14],https://www.lgfdcw.com/cz/czdetail_74723.html
金茂大厦3楼,龙港,套房,一室,36000元/年,130,[09-14],https://www.lgfdcw.com/cz/czdetail_74722.html
人民路3楼,龙港,套房,一室,11000元/年,78,[09-14],https://www.lgfdcw.com/cz/czdetail_74721.html
财富名门1楼商铺,龙港,商铺,一室,200000元/年,190,[09-14],https://www.lgfdcw.com/cz/czdetail_74720.html
鑫浦豪庭6楼 精装修,龙港,套房,三房二厅二卫一阳台,25000元/年,120,[09-14],https://www.lgfdcw.com/cz/czdetail_74719.html
西城路4楼,龙港,套房,三房二厅二卫,16500元/年,120,[09-14],https://www.lgfdcw.com/cz/czdetail_72623.html
二轻公寓5楼,龙港,套房,三房二厅二卫,20000元/年,150,[09-14],https://www.lgfdcw.com/cz/czdetail_72622.html
德雅花园2楼 中等装修,龙港,套房,三房二厅二卫,35000元/年,143,[09-14],https://www.lgfdcw.com/cz/czdetail_72621.html
双排街300号后幢云锦公寓D幢1-40,龙港,套房,三室二厅二卫二阳台,1800元/月,120,[09-14],https://www.lgfdcw.com/cz/czdetail_19479.html
家具市场13幢102室两层（礼品城对,龙港,商铺,店面一卫一阳台,3333元/月,200,[09-13],https://www.lgfdcw.com/cz/czdetail_84957.html
高兴路208号18906660587,龙港,套房,三室二厅二卫一阳台,25500元/年,120,[09-12],https://www.lgfdcw.com/cz/czdetail_85130.html
龙港大厦24楼,龙港,套房,四室二厅二卫,32000元/年,130,[09-12],https://www.lgfdcw.com/cz/czdetail_72620.html
铂金锦园12楼,龙港,套房,三房二厅二卫,20000元/年,110,[09-12],https://www.lgfdcw.com/cz/czdetail_73840.html
外滩嘉园24楼,龙港,套房,三房二厅二卫,21000元/年,148,[09-12],https://www.lgfdcw.com/cz/czdetail_73839.html
纺织五街8楼 电梯房,龙港,套房,三房二厅二卫,33000元/年,140,[09-12],https://www.lgfdcw.com/cz/czdetail_73838.html
泰和公寓6楼,龙港,套房,三房二厅二卫,12000元/年,102,[09-12],https://www.lgfdcw.com/cz/czdetail_73837.html
花园一街4楼,龙港,套房,一室,24000元/年,110,[09-12],https://www.lgfdcw.com/cz/czdetail_73836.html
泰安大厦24楼,龙港,套房,三房二厅二卫,38000元/年,159,[09-12],https://www.lgfdcw.com/cz/czdetail_73834.html
德雅花园2楼 精装修,龙港,套房,三房二厅二卫,42000元/年,126,[09-12],https://www.lgfdcw.com/cz/czdetail_73833.html
柳江公寓5楼,龙港,套房,三房二厅二卫,23000元/年,115,[09-12],https://www.lgfdcw.com/cz/czdetail_73835.html
西城路4楼,龙港,套房,一室,23000元/年,120,[09-12],https://www.lgfdcw.com/cz/czdetail_73832.html
龙湖小区5楼 电梯房,龙港,套房,三房二厅二卫,18000元/年,135,[09-12],https://www.lgfdcw.com/cz/czdetail_73831.html
西三街5楼,龙港,套房,二室二厅一卫,26000元/年,70,[09-12],https://www.lgfdcw.com/cz/czdetail_73830.html
新湖绿都北苑5楼 办公装修,龙港,套房,三房二厅二卫,198.6元/年,141.8,[09-12],https://www.lgfdcw.com/cz/czdetail_73829.html
银苑大厦6楼,龙港,套房,三房二厅二卫,35000元/年,158,[09-12],https://www.lgfdcw.com/cz/czdetail_73828.html
方岩大厦21楼,龙港,套房,二室二厅一卫,30000元/年,90,[09-12],https://www.lgfdcw.com/cz/czdetail_73827.html
国发花园5楼,龙港,套房,三房二厅二卫,24000元/年,108,[09-12],https://www.lgfdcw.com/cz/czdetail_73826.html
泰和路3楼,龙港,套房,一室,30000元/年,77,[09-12],https://www.lgfdcw.com/cz/czdetail_73825.html
建新路6楼,龙港,套房,三房二厅二卫,12000元/年,150,[09-12],https://www.lgfdcw.com/cz/czdetail_73824.html
白河路商铺1楼,龙港,商铺,一室,72000元/年,150,[09-12],https://www.lgfdcw.com/cz/czdetail_73822.html
海港路6楼,龙港,套房,一室,20000元/年,120,[09-12],https://www.lgfdcw.com/cz/czdetail_73821.html
东园楼6楼,龙港,套房,三室一厅二卫,18000元/年,110,[09-12],https://www.lgfdcw.com/cz/czdetail_73823.html
大道北街2楼 中等装修,龙港,套房,二室一厅一卫,26000元/年,85,[09-12],https://www.lgfdcw.com/cz/czdetail_72619.html
龙湖路3楼,龙港,套房,三房二厅二卫,20000元/年,120,[09-12],https://www.lgfdcw.com/cz/czdetail_72618.html
龙港商厦8楼 电梯房,龙港,套房,三房二厅二卫,23800元/年,128,[09-12],https://www.lgfdcw.com/cz/czdetail_72617.html
纺织一街商铺1楼,龙港,商铺,一室,80000元/年,165,[09-12],https://www.lgfdcw.com/cz/czdetail_72615.html
港城大厦商铺1楼,龙港,商铺,一室,120000元/年,135,[09-12],https://www.lgfdcw.com/cz/czdetail_72614.html
西洋路商铺1楼,龙港,商铺,一室,12500元/年,50,[09-12],https://www.lgfdcw.com/cz/czdetail_72613.html
东方世贸商铺1楼,龙港,商铺,一室,30000元/年,50,[09-12],https://www.lgfdcw.com/cz/czdetail_72612.html
西一街4楼 中等装修,龙港,套房,二室一厅一卫,16000元/年,52,[09-12],https://www.lgfdcw.com/cz/czdetail_72611.html
滨江丽园5楼,龙港,套房,三房二厅二卫,30000元/年,145,[09-12],https://www.lgfdcw.com/cz/czdetail_72605.html
双排街5楼,龙港,套房,一室,13500元/年,120,[09-12],https://www.lgfdcw.com/cz/czdetail_72604.html
金融大厦17楼,龙港,套房,三房二厅二卫,35000元/年,152,[09-12],https://www.lgfdcw.com/cz/czdetail_72603.html
纺织五街2楼,龙港,套房,二室一厅一卫,15000元/年,80,[09-12],https://www.lgfdcw.com/cz/czdetail_72602.html
西一街民房,龙港,民房,一室,35000元/年,0,[09-12],https://www.lgfdcw.com/cz/czdetail_72601.html
克拉公馆商铺1楼,龙港,商铺,一室,38000元/年,55,[09-12],https://www.lgfdcw.com/cz/czdetail_72600.html
凯宇花园13楼,龙港,套房,二室二厅一卫,13000元/年,89,[09-12],https://www.lgfdcw.com/cz/czdetail_72599.html
人民路民房,龙港,民房,一室,73000元/年,0,[09-12],https://www.lgfdcw.com/cz/czdetail_72598.html
兴贤路1楼,龙港,套房,一室一厅一卫,12000元/年,60,[09-12],https://www.lgfdcw.com/cz/czdetail_72597.html
西三街商铺1楼,龙港,商铺,一室,32000元/年,50,[09-12],https://www.lgfdcw.com/cz/czdetail_72596.html
仪邦大厦11楼 精装修,龙港,套房,二室一厅一卫,30000元/年,70,[09-12],https://www.lgfdcw.com/cz/czdetail_72595.html
外贸公寓5楼,龙港,套房,三房二厅二卫,25000元/年,142,[09-12],https://www.lgfdcw.com/cz/czdetail_72593.html
锦港嘉园18楼 精装修,龙港,套房,一室一厅一卫,15500元/年,40,[09-12],https://www.lgfdcw.com/cz/czdetail_72592.html
金田花园2楼,龙港,套房,三房二厅二卫,22000元/年,130,[09-12],https://www.lgfdcw.com/cz/czdetail_72591.html
银城花园6楼 精装修,龙港,套房,三房二厅二卫,30000元/年,115,[09-12],https://www.lgfdcw.com/cz/czdetail_72590.html
兴安街5楼,龙港,套房,三室一厅二卫,18000元/年,120,[09-12],https://www.lgfdcw.com/cz/czdetail_72589.html
西城路8楼,龙港,套房,一室,135000元/年,450,[09-12],https://www.lgfdcw.com/cz/czdetail_72588.html
东方大厦4楼,龙港,套房,三房二厅二卫,20000元/年,135,[09-12],https://www.lgfdcw.com/cz/czdetail_72587.html
西一街4楼,龙港,套房,一室,16000元/年,120,[09-12],https://www.lgfdcw.com/cz/czdetail_74717.html
纺织一街4楼 拎包入住,龙港,套房,三房二厅二卫一阳台,23000元/年,140,[09-12],https://www.lgfdcw.com/cz/czdetail_74716.html
高鑫家园7楼 中等装修,龙港,套房,三房二厅二卫,30000元/年,125,[09-12],https://www.lgfdcw.com/cz/czdetail_74715.html
仓浃村275号,萧江,厂房,一室一卫,7000元/月,500,[09-12],https://www.lgfdcw.com/cz/czdetail_84618.html
新湖绿都商铺9号（诚大饭店对面）,龙港,店面,一室一厅一卫一阳台,55000元/年,100,[09-12],https://www.lgfdcw.com/cz/czdetail_59805.html
江浦路与池浦路口,龙港,套房,一室一卫,8500元/年,50,[09-12],https://www.lgfdcw.com/cz/czdetail_84931.html
金融大厦9楼 办公装修,龙港,套房,四室二厅二卫,35000元/年,153,[09-11],https://www.lgfdcw.com/cz/czdetail_74714.html
上厂街3楼 中等装修,龙港,套房,三房二厅二卫,20000元/年,120,[09-11],https://www.lgfdcw.com/cz/czdetail_74713.html
东方世贸6楼 办公装修,龙港,套房,一室,20000元/年,52,[09-11],https://www.lgfdcw.com/cz/czdetail_74712.html
德雅花园3楼,龙港,套房,五室二厅一卫,200000元/年,570,[09-11],https://www.lgfdcw.com/cz/czdetail_74711.html
蔡家街4楼,龙港,套房,三房二厅二卫,12000元/年,120,[09-11],https://www.lgfdcw.com/cz/czdetail_74710.html
东方世贸商铺1楼,龙港,商铺,一室,80000元/年,115,[09-11],https://www.lgfdcw.com/cz/czdetail_74709.html
锦绣名苑6楼,龙港,套房,一室,40000元/年,183,[09-11],https://www.lgfdcw.com/cz/czdetail_74708.html
高鑫家园18楼,龙港,套房,一室一厅一卫,16000元/年,30,[09-11],https://www.lgfdcw.com/cz/czdetail_74707.html
仪邦大厦25楼 精装修,龙港,套房,一室,20000元/年,38,[09-11],https://www.lgfdcw.com/cz/czdetail_74706.html
仪邦大厦23楼 精装修,龙港,套房,一室一厅一卫,30000元/年,50,[09-11],https://www.lgfdcw.com/cz/czdetail_74705.html
通港路厂房1楼,龙港,厂房,一室,面议,1800,[09-11],https://www.lgfdcw.com/cz/czdetail_74704.html
仪邦大厦17楼,龙港,套房,二室二厅二卫,29800元/年,76,[09-11],https://www.lgfdcw.com/cz/czdetail_74703.html
人民路2楼 简单装修,龙港,套房,一室,55000元/年,220,[09-11],https://www.lgfdcw.com/cz/czdetail_74702.html
彩虹智慧创业园2楼,龙港,厂房,一室,249600元/年,960,[09-11],https://www.lgfdcw.com/cz/czdetail_74701.html
彩虹智慧创业园4楼,龙港,厂房,一室,211200元/年,960,[09-11],https://www.lgfdcw.com/cz/czdetail_74700.html
西一街商铺1楼,龙港,商铺,一室,30000元/年,100,[09-11],https://www.lgfdcw.com/cz/czdetail_74699.html
双园楼8楼 精装修,龙港,套房,四室二厅二卫,36000元/年,180,[09-11],https://www.lgfdcw.com/cz/czdetail_74698.html
海港路6楼,龙港,套房,三房二厅二卫,17800元/年,110,[09-11],https://www.lgfdcw.com/cz/czdetail_74688.html
西五街7楼,龙港,套房,三房二厅二卫,19000元/年,120,[09-11],https://www.lgfdcw.com/cz/czdetail_74687.html
通港路1楼商铺,龙港,商铺,一室,78000元/年,100,[09-11],https://www.lgfdcw.com/cz/czdetail_74686.html
江湾路2楼,龙港,套房,六室二厅二卫二阳台,52000元/年,240,[09-11],https://www.lgfdcw.com/cz/czdetail_74685.html
泰源锦园12楼 拎包入住,龙港,套房,三房二厅二卫一阳台,32000元/年,145,[09-11],https://www.lgfdcw.com/cz/czdetail_74684.html
金茂大厦20楼 办公装修,龙港,套房,三房二厅二卫一阳台,30000元/年,135,[09-11],https://www.lgfdcw.com/cz/czdetail_74683.html
东新街3楼,龙港,套房,三房二厅二卫,20000元/年,110,[09-11],https://www.lgfdcw.com/cz/czdetail_74682.html
龙城华府1楼,龙港,商铺,一室,760000元/年,880,[09-11],https://www.lgfdcw.com/cz/czdetail_74680.html
仪邦大厦22楼,龙港,套房,二室二厅一卫,35000元/年,109,[09-11],https://www.lgfdcw.com/cz/czdetail_74679.html
龙港大厦9楼 精装修,龙港,套房,一室,32000元/年,120,[09-11],https://www.lgfdcw.com/cz/czdetail_74678.html
西洋路4楼 中等装修,龙港,套房,三房二厅二卫,25000元/年,108,[09-11],https://www.lgfdcw.com/cz/czdetail_74677.html
财富名门10楼 精装修,龙港,套房,四室一厅一卫,120000元/年,150,[09-11],https://www.lgfdcw.com/cz/czdetail_74676.html
